specimen_id,position_id,x,y,density,specimen_true_mean
S002,14,0.5931769165622212,0.6917017987001771,502.5544074887801,480.6822821438202
S002,15,0.15112745234808023,0.39887629272615654,494.8512511110185,480.6822821438202
S003,1,0.4506364905187348,0.547763572628854,460.01230565293037,465.7262882476348
S003,2,0.09332671036982076,0.29686077548067946,459.8565995552998,465.7262882476348
S003,3,0.9275842401521475,0.5690037314301953,466.2317557313,465.7262882476348
S003,4,0.45741199752361195,0.7535259907981146,466.3445901738048,465.7262882476348
S003,5,0.7418621518420373,0.04857903284426879,452.2383227699238,465.7262882476348
S003,6,0.708697395442746,0.8392433478050836,475.0438941107233,465.7262882476348
S003,7,0.16593788420695388,0.7809979379999573,466.22343029022807,465.7262882476348
S003,8,0.2865366167291019,0.3064697533295573,453.6677912887606,465.7262882476348
S003,9,0.665261465349683,0.11139217160771575,447.9408397036483,465.7262882476348
S003,10,0.6648724488032943,0.8878567926762226,466.7004042910672,465.7262882476348
S003,11,0.6963112682354063,0.44032787666540907,450.58496482391024,465.7262882476348
S003,12,0.4382143843772247,0.7650960952393066,461.88496066777805,465.7262882476348
S003,13,0.5656420012258828,0.0849041631918176,449.5904460640425,465.7262882476348
S003,14,0.5826710878614046,0.8148437028934097,468.0085672634476,465.7262882476348
S003,15,0.33706638344761,0.9275765795753895,463.84505652322287,465.7262882476348
S004,1,0.6611678673279311,0.04909713062277632,503.2936079103534,507.68460546568537
S004,2,0.7922993018445906,0.5187165908905051,498.3267023579155,507.68460546568537
S004,3,0.4258676941999191,0.7881871736014655,486.29403449517827,507.68460546568537
S004,4,0.41156922320883715,0.48102627550515353,486.3970885172812,507.68460546568537
S004,5,0.18162884267382462,0.32131889950642867,500.7750601873102,507.68460546568537
S004,6,0.8455329965625688,0.18690374892671535,505.56085861641003,507.68460546568537
S004,7,0.4172910609033441,0.9890345073952994,489.4120322782667,507.68460546568537
S004,8,0.23659981170551936,0.9168323329388289,491.99525830980986,507.68460546568537
S004,9,0.918397467805633,0.09129634220320182,501.39444025545504,507.68460546568537
S004,10,0.463652724885516,0.5022163353227871,487.21560745885705,507.68460546568537
S004,11,0.31366895005212747,0.047339537237736984,497.0386202901733,507.68460546568537
S004,12,0.24168563724539782,0.09552964155536092,499.6963307960964,507.68460546568537
S004,13,0.23824990571241178,0.8077910862901561,490.2825637191533,507.68460546568537
S004,14,0.8949782878860116,0.0432228920796468,501.40731004532165,507.68460546568537
S004,15,0.301946836262719,0.9805821985942876,491.7077384037546,507.68460546568537
S005,1,0.8875934604677749,0.016118630423373914,512.8719645461446,493.8296055764731
S005,2,0.12695803103596137,0.7771624615706022,470.8911763068062,493.8296055764731
S005,3,0.04589523220217062,0.71099869359551,468.62611549785817,493.8296055764731
S005,4,0.9710461405101289,0.8716829331423073,493.54173084998365,493.8296055764731
S005,5,0.7101616513206985,0.9585097430216668,492.5505968064727,493.8296055764731
S005,6,0.42981333788658194,0.8728789143218073,485.4140954755125,493.8296055764731
S005,7,0.3559576679736146,0.9297636529038468,477.838716472538,493.8296055764731
S005,8,0.1487776562421036,0.9400290149282735,476.2916606548944,493.8296055764731
S005,9,0.8327161972832127,0.8460548381964641,494.3291145294197,493.8296055764731
S005,10,0.12392300992394434,0.596486898341737,459.59502025201147,493.8296055764731
S005,11,0.01639248087593137,0.7211843660506068,467.59391479392053,493.8296055764731
S005,12,0.007737514125903955,0.08482227744523363,487.06847819656696,493.8296055764731
S005,13,0.2254984104500236,0.8751245338732246,469.8730198303934,493.8296055764731
S005,14,0.36357631798761336,0.5399599352125585,479.90613301309605,493.8296055764731
S005,15,0.5681032138189784,0.22546336030595993,499.36110508100023,493.8296055764731
S006,1,0.8822761011966163,0.8223038147237254,463.5880499508731,468.7202531631701
S006,2,0.7096232285590979,0.9593452252588969,469.895526133623,468.7202531631701
S006,3,0.42254335310805813,0.24503303855567626,470.3563341356086,468.7202531631701
S006,4,0.11739843719148924,0.3010533582011998,475.77193791015134,468.7202531631701
S006,5,0.14526373397045378,0.09218609736837002,471.91544586402273,468.7202531631701
S006,6,0.6029321967069232,0.3641874497564469,467.90111658496505,468.7202531631701
S006,7,0.5645703425961436,0.1913357207205566,475.00015246771454,468.7202531631701
S006,8,0.6769058596527606,0.2155054472756598,476.0685102811483,468.7202531631701
S006,9,0.27802359374403607,0.7417604221448768,469.36784991593936,468.7202531631701
S006,10,0.5597378956447119,0.33483641286701926,473.7115276007961,468.7202531631701
S006,11,0.5429887825451936,0.6939847028582425,477.16235602639534,468.7202531631701
S006,12,0.912132121477629,0.5807132133944539,461.66000431781555,468.7202531631701
S006,13,0.2326863788928809,0.7466976307764965,466.91041497736455,468.7202531631701
S006,14,0.7777690175547075,0.200401314962654,476.3346384847691,468.7202531631701
S006,15,0.820574219677886,0.4649348547228265,465.21962668075355,468.7202531631701
S007,1,0.3688748416809269,0.6119770390549055,488.8214926691778,503.5606396253235
S007,2,0.2061315362852275,0.1650664428280374,520.8102580308058,503.5606396253235
S007,3,0.3618172655313584,0.8633533515404317,486.79264069009594,503.5606396253235
S007,4,0.5094017273502238,0.29690151605685555,511.8808503196867,503.5606396253235
S007,5,0.9502516250691507,0.8159660896670599,519.2380427135136,503.5606396253235
S007,6,0.3229739428024262,0.9720982452279924,490.6587619194335,503.5606396253235
S007,7,0.9873510978303908,0.40866013374577803,498.0168247878501,503.5606396253235
S007,8,0.6559231028884748,0.40565319845122805,508.116333681924,503.5606396253235
S007,9,0.2573481057405711,0.08265267599986825,515.7136688385252,503.5606396253235
S007,10,0.26361034611783196,0.27147985350974524,515.4406578817432,503.5606396253235
S007,11,0.3986390796831395,0.18488603102530865,514.487659941003,503.5606396253235
S007,12,0.9538184033144764,0.10287988538115755,496.42471785410095,503.5606396253235
S007,13,0.6252085331388015,0.4416973880462206,507.0767704335494,503.5606396253235
S007,14,0.42351804897659295,0.3719917829242795,511.3527331890027,503.5606396253235
S007,15,0.8683147101724459,0.2804769806468097,502.19162166718695,503.5606396253235
S008,1,0.45108834621987504,0.2871032897254965,493.369554697034,497.53288257976214
S008,2,0.8105134562703709,0.13111510515269686,503.2133710824125,497.53288257976214
S008,3,0.6121793616905918,0.9882149436274535,500.7979869359171,497.53288257976214
S008,4,0.9025565385988689,0.2221570624850986,495.70210164626366,497.53288257976214
S008,5,8.188761366767494e-05,0.9805973420619889,528.0330687034169,497.53288257976214
S008,6,0.8827129846973776,0.9194724663276126,500.6335598467481,497.53288257976214
S008,7,0.41550355083763335,0.744615462156731,492.97209404049516,497.53288257976214
S008,8,0.21283149856914907,0.3923040710839275,486.10397234201264,497.53288257976214
S008,9,0.8515480513871753,0.12761222421802076,501.42902549443517,497.53288257976214
S008,10,0.893865367873639,0.4965079723751131,486.76958972349877,497.53288257976214
S008,11,0.42609565537257443,0.3056463880931184,484.6893151998384,497.53288257976214
S008,12,0.9168487852727761,0.5176234607612891,481.67389540243533,497.53288257976214
S008,13,0.8040263683334777,0.8576517872810324,497.97343532428147,497.53288257976214
S008,14,0.9223823545915368,0.3033807340330762,491.6909368451301,497.53288257976214
S008,15,0.33981085404434463,0.5950738763476149,490.37186886151045,497.53288257976214
S009,1,0.510376370347584,0.7569458365293011,473.5647909569907,468.57915468665794
S009,2,0.11010519644540051,0.8170990787402382,473.3035609567322,468.57915468665794
S009,3,0.16748164116306108,0.5340764922160645,479.71941480483827,468.57915468665794
S009,4,0.3857434824367175,0.24862376751135573,459.5688062279161,468.57915468665794
S009,5,0.6474325130087323,0.03739210877243937,462.68945936229784,468.57915468665794
S009,6,0.7600458067436451,0.5269406387343709,438.5330283765827,468.57915468665794
S009,7,0.8757712105438529,0.5207183199213499,448.93769353442366,468.57915468665794
S009,8,0.03503316853404814,0.14360096888214202,468.35471123737227,468.57915468665794
S009,9,0.7956045886408273,0.4919760488579481,443.58467841004057,468.57915468665794
S009,10,0.4418792714658586,0.3184347813774935,451.88395522647363,468.57915468665794
S009,11,0.28454919826713043,0.9658863124897539,477.77178762391594,468.57915468665794
S009,12,0.4329693307834276,0.8840030326750169,479.5034084555563,468.57915468665794
S009,13,0.6481631232057743,0.8584276462736599,467.1521268219949,468.57915468665794
S009,14,0.8524495447739876,0.9563120277897015,478.4376377396709,468.57915468665794
S009,15,0.697942236203094,0.8053969353943662,461.03183237627036,468.57915468665794
S010,1,0.880607142176593,0.3913164925172572,520.2836172534778,518.800841706682
S010,2,0.6563431959794317,0.6473851455733436,513.2249673188938,518.800841706682
S010,3,0.3269681858229646,0.1793901746546659,518.1226643126673,518.800841706682
S010,4,0.46680987746197866,0.2632810363066591,530.5866751952166,518.800841706682
S010,5,0.35506512636640253,0.9541439688984596,524.2591207809331,518.800841706682
S010,6,0.46113787053216937,0.6848914654765899,514.5929165922147,518.800841706682
S010,7,0.33622989476765397,0.9958610784507721,526.4984260816276,518.800841706682
S010,8,0.6587676060416672,0.19600946574558387,528.7138148257651,518.800841706682
S010,9,0.09818399862146698,0.943180571177083,515.1692871523405,518.800841706682
S010,10,0.9447778322106275,0.6213283754279312,507.4368539524405,518.800841706682
S010,11,0.016991499346243222,0.22553488427648793,520.4398978606679,518.800841706682
S010,12,0.8012767841185258,0.8754598293130372,514.3113384864183,518.800841706682
S010,13,0.45398981441265374,0.36552061827744453,529.7576835924181,518.800841706682
S010,14,0.27422501145804523,0.11697051376637502,521.2105608418843,518.800841706682
S010,15,0.11574453594909695,0.952602698407964,514.9025392985319,518.800841706682
S011,1,0.47602660763508364,0.8703705044434535,538.0625206611733,528.9517218609964
S011,2,0.9957817501352805,0.2198359500012872,523.6330985804648,528.9517218609964
S011,3,0.6116713771751028,0.8475023105281434,534.1499800756911,528.9517218609964
S011,4,0.9452366349450843,0.29008642504838056,512.6881846052091,528.9517218609964
S011,5,0.7270427439463796,0.015016148417095754,527.8118316738885,528.9517218609964
S011,6,0.8791424383895334,0.06393854911460795,522.3651588781552,528.9517218609964
S011,7,0.7333953986698191,0.9946103868676592,534.9951929056034,528.9517218609964
S011,8,0.5011897807926793,0.20933399073336945,511.83077875622297,528.9517218609964
S011,9,0.5946435828865247,0.6241499797378908,524.1202211729676,528.9517218609964
S011,10,0.6680727373286471,0.1726117421729011,515.7397217043084,528.9517218609964
S011,11,0.898712692432408,0.6209913675004786,513.8185472873826,528.9517218609964
S011,12,0.04356870455273687,0.6840410647070062,522.8457729053947,528.9517218609964
S011,13,0.19608404662899992,0.0273407813194545,520.5046935404204,528.9517218609964
S011,14,0.5509532752332554,0.8133136385809965,535.5951700269375,528.9517218609964
S011,15,0.8599411482826469,0.10352092514915767,518.232893165441,528.9517218609964
S012,1,0.4308756521307119,0.6249644532088534,537.6969363516218,529.3650059489335
S012,2,0.5544121315655142,0.9756712663530814,520.9258500470114,529.3650059489335
S012,3,0.75547439141811,0.5448132494076166,556.9883048787427,529.3650059489335
S012,4,0.17403209053872037,0.9041142168501333,541.4250178601598,529.3650059489335
S012,5,0.2058377826833102,0.6500432567901567,523.9941135683579,529.3650059489335
S012,6,0.9364718529746944,0.22357963021169147,544.3803293061951,529.3650059489335
S012,7,0.2259235407364153,0.8518189104220247,535.7648134524765,529.3650059489335
S012,8,0.8276550259688847,0.3517033529777046,547.2090302017128,529.3650059489335
S012,9,0.26509628868184487,0.12738847226176264,539.553467798861,529.3650059489335
S012,10,0.9879361031001443,0.8353431008802664,521.1446195777395,529.3650059489335
S012,11,0.8993916049390368,0.5136793260104071,545.8042717536715,529.3650059489335
S012,12,0.11438483228627394,0.052580338450309294,525.7387707066559,529.3650059489335
S012,13,0.3305821028149494,0.9203304329868399,535.8511589987249,529.3650059489335
S012,14,0.9475818351374471,0.8411638657691359,519.9192421174174,529.3650059489335
S012,15,0.15867914347054068,0.41992317111107913,520.1970396406693,529.3650059489335
S013,1,0.5032474270825046,0.3488929240337493,498.9227468992746,509.2881170449942
S013,2,0.6470195951367086,0.24974620331112607,500.1830534169345,509.2881170449942
S013,3,0.22976359734951513,0.19634644462476158,498.4870476491485,509.2881170449942
S013,4,0.9598995638258104,0.49291372761857344,508.44348497019666,509.2881170449942
S013,5,0.7516149628649933,0.4739918813306616,503.0910147425401,509.2881170449942
S013,6,0.587540160067117,0.5841389811359987,502.3262013850112,509.2881170449942
S013,7,0.9798863079173877,0.6684331241791219,501.41095107639865,509.2881170449942
S013,8,0.23976947157144035,0.015197659163774913,515.6492527488979,509.2881170449942
S013,9,0.21868213967471284,0.4555196422979567,500.145846208239,509.2881170449942
S013,10,0.3934203367264807,0.8123262393163492,502.5638976695479,509.2881170449942
S013,11,0.7855567550012524,0.08909596791341601,508.51555983262347,509.2881170449942
S013,12,0.9520107249691939,0.5274566773831276,510.62878546492345,509.2881170449942
S013,13,0.5964039628598135,0.4050567713073343,495.4257935350122,509.2881170449942
S013,14,0.6495009556955038,0.8713263034994649,512.1839425333204,509.2881170449942
S013,15,0.6739359668194994,0.9700985438195028,518.0190410633705,509.2881170449942
S014,1,0.18380737200776398,0.08158329044987267,472.8388073171299,472.085879144113
S014,2,0.08120084988608878,0.8457982236337457,476.00400040950046,472.085879144113
S014,3,0.3836727491738574,0.06073962294844848,473.3846962132059,472.085879144113
S014,4,0.8964256715352398,0.2232704743535645,472.70199084409865,472.085879144113
S014,5,0.2681244303112845,0.19449783954442568,475.9621534194075,472.085879144113
S014,6,0.9675010598827931,0.11254008616830458,480.11244274816653,472.085879144113
S014,7,0.7221632421646765,0.9320887430439108,475.67454128068715,472.085879144113
S014,8,0.6680012953223041,0.8587266094526644,474.70814963066806,472.085879144113
S014,9,0.2424471019132517,0.6739279785938584,467.95080864871744,472.085879144113
S014,10,0.7008713399668177,0.4583325126729758,479.7946614012584,472.085879144113
S014,11,0.8705456206135345,0.6943861001685755,473.0092865870326,472.085879144113
S014,12,0.8948777911388328,0.7532043532734796,471.047272948141,472.085879144113
S014,13,0.5202904213134976,0.49868821599564317,469.7977097579488,472.085879144113
S014,14,0.4537276267000506,0.02164686285306583,466.680749907585,472.085879144113
S014,15,0.5351414000152167,0.4229732337142639,472.3399993458087,472.085879144113
S015,1,0.4533461368902775,0.4046513356809647,455.59252662183684,445.7648010396991
S015,2,0.5182427179770788,0.6232690848561278,455.05058113850083,445.7648010396991
S015,3,0.24104060721752496,0.5084371488081444,451.8089453559948,445.7648010396991
S015,4,0.5946219192109039,0.016948314590105373,428.06016780453706,445.7648010396991
S015,5,0.5204937386572783,0.23929324602658064,447.13655488561136,445.7648010396991
S015,6,0.4045385479446476,0.826530162357383,461.41679191926255,445.7648010396991
S015,7,0.3262355967604622,0.48321692374912206,450.79333632937335,445.7648010396991
S015,8,0.024741153660115422,0.3087508781652204,445.0621205290788,445.7648010396991
S015,9,0.6397210930860819,0.31516177455940775,446.0677012146494,445.7648010396991
S015,10,0.2057975061817966,0.29065567988965013,446.87392630139595,445.7648010396991
S015,11,0.9543783068089432,0.08680182225227817,456.3100627786113,445.7648010396991
S015,12,0.4633577635747146,0.058386903658624534,437.8763451320764,445.7648010396991
S015,13,0.5386582412888192,0.14603573698444772,431.2199238658223,445.7648010396991
S015,14,0.6340848052471737,0.2643974624901212,442.52415763291447,445.7648010396991
S015,15,0.6909153889222626,0.347146059668729,450.26836417816725,445.7648010396991
S016,1,0.6775858190042967,0.30725278935989797,505.2017833537154,502.5892009330832
S016,2,0.6694412187446899,0.2942938530148238,499.61533365332394,502.5892009330832
S016,3,0.9021715201612056,0.880694737171234,505.63334226657133,502.5892009330832
S016,4,0.0711943767410178,0.1504025201960396,514.9305320286062,502.5892009330832
S016,5,0.6980586861472202,0.0001201014889748997,502.70751389569756,502.5892009330832
S016,6,0.8218136150267097,0.3562398124652866,502.76549259150414,502.5892009330832
S016,7,0.7446198947545006,0.04423720685449484,502.52063805072567,502.5892009330832
S016,8,0.20926442939807244,0.07080517959519861,512.6546155511076,502.5892009330832
S016,9,0.1798237951045193,0.3844212322747834,505.27666666334795,502.5892009330832
S016,10,0.49155181100395373,0.9160913601419256,499.742999451024,502.5892009330832
S016,11,0.6271740199860284,0.7064798139812818,503.66897157478394,502.5892009330832
S016,12,0.08211067667254335,0.28678708813342346,515.7403704170878,502.5892009330832
S016,13,0.9917319129530874,0.5604223016441914,497.7274442356228,502.5892009330832
S016,14,0.7878174334005028,0.032482466006406585,509.86373801855854,502.5892009330832
S016,15,0.08407621413326916,0.10923319810167553,517.3036507843244,502.5892009330832
S017,1,0.7193457766547499,0.373412684942362,498.54728293472357,491.34582129994504
S017,2,0.039119350276662024,0.5838839610732013,489.28141704571505,491.34582129994504
S017,3,0.7201345796929494,0.7147714916424567,499.8013456219486,491.34582129994504
S017,4,0.16486583853472825,0.3359915894039337,492.1076562591112,491.34582129994504
S017,5,0.40917229229691976,0.4204814127271258,496.4424036195544,491.34582129994504
S017,6,0.11415848950467766,0.3855315307013548,491.8162763242151,491.34582129994504
S017,7,0.5066321865438292,0.7105606721163715,506.5857375581866,491.34582129994504
S017,8,0.5694476888441,0.4049305603988991,503.6641252620134,491.34582129994504
S017,9,0.927597362754534,0.5980835666317381,502.3005161270545,491.34582129994504
S017,10,0.974790883705413,0.8673763563501399,490.2647802431544,491.34582129994504
S017,11,0.6736261016251144,0.8993134954247056,493.1201515299412,491.34582129994504
S017,12,0.9912396781183261,0.22087726696414445,499.3624477833124,491.34582129994504
S017,13,0.6910565199038041,0.9187792778591289,492.9799946006089,491.34582129994504
S017,14,0.017400160016465716,0.7994889965325843,488.9391064246632,491.34582129994504
S017,15,0.08940294989100761,0.9165542974452134,489.2486401312576,491.34582129994504
S018,1,0.5932379016462982,0.22952344760320242,498.1683630572721,502.099821403291
S018,2,0.7187000643108201,0.288201287061565,506.8522770093698,502.099821403291
S018,3,0.8457586127407858,0.9772636590983661,495.01210101363296,502.099821403291
S018,4,0.007792981479275096,0.9546330818934625,491.65106360688657,502.099821403291
S018,5,0.3584602931641321,0.48831567951030963,496.58332255077744,502.099821403291
S018,6,0.924085513698029,0.7759576887052012,501.67062591315835,502.099821403291
S018,7,0.24322248811018343,0.09685268804550495,512.5695144701754,502.099821403291
S018,8,0.8412262277449073,0.7470601324732332,505.10029063281456,502.099821403291
S018,9,0.8583394231765783,0.38404132838997673,511.30358971297784,502.099821403291
S018,10,0.49211371063302844,0.4650186279731954,497.85492175233264,502.099821403291
S018,11,0.31472167055130085,0.33567237800549976,500.64711251110975,502.099821403291
S018,12,0.7186492591848833,0.7530711267273027,492.85982044729906,502.099821403291
S018,13,0.8638539865096316,0.844902038075601,498.9593381062439,502.099821403291
S018,14,0.7539377105246219,0.3327778178692391,509.80909604701145,502.099821403291
S018,15,0.7100463378231017,0.9726244921082926,495.0767120077679,502.099821403291
S019,1,0.5434046245690786,0.01120201002694099,525.0043381286949,537.0759793691325
S019,2,0.7557001104184699,0.9786971759219734,538.3586884347873,537.0759793691325
S019,3,0.7161876074970128,0.8087573705387737,541.4945537037233,537.0759793691325
S019,4,0.8515866695612022,0.9992012625846259,523.6225089298615,537.0759793691325
S019,5,0.2886134989702105,0.44938419231881843,557.1589257396854,537.0759793691325
S019,6,0.5428260899988561,0.1524556943044103,537.7600176540321,537.0759793691325
S019,7,0.48097600058218415,0.2769808867928154,552.3730991821851,537.0759793691325
S019,8,0.8369323505357145,0.3470635977228351,549.8678528231964,537.0759793691325
S019,9,0.08168466211302361,0.010085418920659839,531.2456736676971,537.0759793691325
S019,10,0.860543487543884,0.8588457137994617,527.5669829222667,537.0759793691325
S019,11,0.9340887055732862,0.07254553297320865,539.6156113588679,537.0759793691325
S019,12,0.39475864922084725,0.42819394353894646,563.0549164539739,537.0759793691325
S019,13,0.8608837840751682,0.26142039251053584,547.6956512583271,537.0759793691325
S019,14,0.30220439800304577,0.7327272691876774,544.3081272381467,537.0759793691325
S019,15,0.18005249063483542,0.6353748361771526,545.6268234097365,537.0759793691325
S020,1,0.1667442101798039,0.8289842908805425,519.0008598962489,527.1160755836485
S020,2,0.9123903621811567,0.3916990857524636,545.4631242890538,527.1160755836485
S020,3,0.30876411669695836,0.5746737518437246,512.8011022306218,527.1160755836485
S020,4,0.9725171919229125,0.7249631190795638,525.9896471319421,527.1160755836485
S020,5,0.7900625524495016,0.7685834719627096,521.226460517464,527.1160755836485
S020,6,0.9569939572725251,0.8161921996467187,526.3636563133634,527.1160755836485
S020,7,0.26831423819668887,0.23130105200190465,543.9971742057916,527.1160755836485
S020,8,0.2420906447845267,0.21293490748927713,550.0458959969741,527.1160755836485
S020,9,0.20826340814578437,0.9345023776963969,523.2386867005698,527.1160755836485
S020,10,0.9516624435158816,0.08985440439667292,546.4727252217689,527.1160755836485
S020,11,0.06407434961235747,0.8570303205049885,526.1249148517488,527.1160755836485
S020,12,0.5637418628287012,0.21156631862473252,525.5941954239013,527.1160755836485
S020,13,0.46181668586673796,0.07374629901068497,536.0821231069192,527.1160755836485
S020,14,0.9822166834654663,0.13995143199050641,544.2933334653475,527.1160755836485
S020,15,0.8065533350386561,0.9581798185048573,533.5220607982618,527.1160755836485
